node_type_id ei morphology model_template model_processing model_type model_name
172 i Htr3a-Cre_491119526_m nml:Cell_497232406.cell.nml aibs_perisomatic biophysical 497232406_all-active
173 i Pvalb-IRES-Cre;Ai14-199001.04.02.01_491119245_m nml:Cell_497232392.cell.nml aibs_perisomatic biophysical 497232392_all-active
174 i Sst-IRES-Cre;Ai14-199390.05.01.01_492101025_m nml:Cell_497232373.cell.nml aibs_perisomatic biophysical 497232373_all-active
175 i Cux2-CreERT2;Ai14-198018.04.01.01_514351601_m nml:Cell_515175354.cell.nml aibs_perisomatic biophysical 515175354_all-active
176 i Pvalb-IRES-Cre;Ai14-201791.05.01.01_496079599_m nml:Cell_496538965.cell.nml aibs_perisomatic biophysical 496538965_all-active
177 i Pvalb-IRES-Cre;Ai14-201773.04.01.01_496079434_m nml:Cell_496538958.cell.nml aibs_perisomatic biophysical 496538958_all-active
178 i Sst-IRES-Cre;Ai14-202726.05.02.01_496123885_m nml:Cell_496538944.cell.nml aibs_perisomatic biophysical 496538944_all-active
179 i Pvalb-IRES-Cre;Ai14-202470.03.02.01_505202170_m nml:Cell_515175347.cell.nml aibs_perisomatic biophysical 515175347_all-active
180 i Sst-IRES-Cre;Ai14-202729.03.02.01_496079506_m nml:Cell_496538951.cell.nml aibs_perisomatic biophysical 496538951_all-active
181 i Rbp4-Cre_496001061_m nml:Cell_497232312.cell.nml aibs_perisomatic biophysical 497232312_all-active
182 i Rorb-IRES2-Cre-D;Ai14-204764.04.01.01_496001039_m nml:Cell_497232298.cell.nml aibs_perisomatic biophysical 497232298_all-active
183 i Rorb-IRES2-Cre-D;Ai14-204766.03.02.01_510988665_m nml:Cell_515175291.cell.nml aibs_perisomatic biophysical 515175291_all-active
184 i Rbp4-Cre_512328534_m nml:Cell_515175260.cell.nml aibs_perisomatic biophysical 515175260_all-active
185 i Cux2-CreERT2;Ai14-207760.03.01.01_496163976_m nml:Cell_496538888.cell.nml aibs_perisomatic biophysical 496538888_all-active
186 i Rorb-IRES2-Cre-D;Ai14-206927.04.01.01_496253700_m nml:Cell_496490646.cell.nml aibs_perisomatic biophysical 496490646_all-active
187 i Pvalb-IRES-Cre;Ai14-212813.03.01.01_496163999_m nml:Cell_496497595.cell.nml aibs_perisomatic biophysical 496497595_all-active
188 i Pvalb-IRES-Cre;Ai14-212440.05.02.01_500961631_m nml:Cell_501282059.cell.nml aibs_perisomatic biophysical 501282059_all-active
